Organization Name,Organization Name URL,Transaction Name,Transaction Name URL,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Type,Organization Industries,Announced Date,Lead Investors,Investor Names,Funding Stage,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Funding Rounds,Organization Location,Year,Organization Name Modified,id,name modified,url,stagename,Time Since Announced,Month,Classification
Zygo,https://www.crunchbase.com/organization/sumone,Seed Round - Zygo,https://www.crunchbase.com/funding_round/sumone-seed--47d6ec81,4500000.0,BRL,1282928.0,Seed,"Advertising, Information Technology, Local Business, Loyalty Programs, Marketing, Marketing Automation, Restaurants",2018-05-01,Astella,Astella,Seed,4500000.0,BRL,1282928.0,,,,Yes,Zygo is a technology company with the best customer loyalty tool for restaurants.,,zygotecnologia.com,,M&A,2,"Florianópolis, Santa Catarina, Brazil, South America",2018,zygo,,,,Nao tivemos acesso,2312,5,Nao tivemos acesso
Yller,https://www.crunchbase.com/organization/yller,Seed Round - Yller,https://www.crunchbase.com/funding_round/yller-seed--9dccdadb,2500000.0,BRL,674129.0,Seed,"3D Printing, Dental, Innovation Management, Manufacturing, Medical, Printing",2018-05-01,Crescera Investimentos (f/k/a Bozano Investimentos),Crescera Investimentos (f/k/a Bozano Investimentos),Seed,1000000.0,BRL,285095.0,,,,Yes,Yller is an innovative company that develops edible bio material for dentistry.,,yller.com.br,,Seed,2,"Pelotas, Rio Grande do Sul, Brazil, South America",2018,yller,9597.0,yller,yller.com.br,Zero,2312,5,Em análise
iTeleport,https://www.crunchbase.com/organization/iteleport-7798,Convertible Note - iTeleport,https://www.crunchbase.com/funding_round/iteleport-7798-convertible-note--cfca6ca4,,USD,,Convertible Note,"3D Technology, Real Estate, Virtual Reality",2018-05-01,,,,,,,2100000.0,USD,2100000.0,No,"iTeleport enables life-like experiences of visiting properties online and in VR, for both built and still in the blueprint.",,iteleport.com.br,,Seed,5,"São José Dos Campos, Sao Paulo, Brazil, South America",2018,iteleport,6909.0,iteleport,iteleport.com.br,Discard,2312,5,Pendente Classificação
Convenia,https://www.crunchbase.com/organization/convenia,Venture Round - Convenia,https://www.crunchbase.com/funding_round/convenia-series-unknown--321cf0f5,3500000.0,BRL,1071580.0,Venture - Series Unknown,"Human Resources, SaaS, Software",2018-05-01,Crescera Investimentos (f/k/a Bozano Investimentos),Crescera Investimentos (f/k/a Bozano Investimentos),,1000000.0,BRL,285095.0,,,,Yes,Convenia is a cloud-based platform offering practical and efficient web-based tools for corporate engagement.,,convenia.com.br,$100M to $500M,,4,"São Paulo, Sao Paulo, Brazil, South America",2018,convenia,1619.0,convenia,convenia.com.br,Discard,2312,5,Indefinido
SmartHint,https://www.crunchbase.com/organization/smarthint,Pre Seed Round - SmartHint,https://www.crunchbase.com/funding_round/smarthint-pre-seed--7129440c,,USD,,Pre-Seed,"Artificial Intelligence (AI), E-Commerce, Information Technology, Machine Learning, Personalization, Software",2018-05-02,,Bossanova Investimentos,Seed,,,,,,,Yes,SmartHint is a service based on machine learning that recommends products from a store according to the browsing profile.,,smarthint.co,Less than $1M,M&A,3,"Curitiba, Parana, Brazil, South America",2018,smarthint,3519.0,smarthint,smarthint.co,Discard,2311,5,Pendente Classificação
Supercash,https://www.crunchbase.com/organization/supercash,Pre Seed Round - Supercash,https://www.crunchbase.com/funding_round/supercash-pre-seed--c59281d0,30000.0,BRL,8503.0,Pre-Seed,"Apps, Financial Services, FinTech",2018-05-03,VENTIUR,VENTIUR,Seed,30000.0,BRL,8503.0,,,,Yes,"Supercash delivers value to the entire consumer chain, industry, retail, and consumers.",,super.cash,Less than $1M,Seed,1,"Canoas, Rio Grande do Sul, Brazil, South America",2018,supercash,7465.0,"supercash-fidelização,recompensaepagamentoscomblockchain",super.cash,Cadastro Startup,2310,5,Pendente Classificação
Daoura,https://www.crunchbase.com/organization/citytech-f275,Pre Seed Round - Daoura,https://www.crunchbase.com/funding_round/citytech-f275-pre-seed--ba3dcf2d,275000.0,USD,275000.0,Pre-Seed,"Artificial Intelligence (AI), Information Services, Information Technology, Machine Learning, Smart Building, Smart Cities",2018-05-04,Start-Up Chile,Start-Up Chile,Seed,40000.0,USD,40000.0,,,,Yes,Daoura is a company that aims to make public services around the world better and more efficient through artificial intelligence.,,daoura.ai,$1M to $10M,Seed,4,"São Paulo, Sao Paulo, Brazil, South America",2018,daoura,21780.0,daoura,daoura.ai,Discard,2309,5,Indefinido
TuPase,https://www.crunchbase.com/organization/tupase,Pre Seed Round - TuPase,https://www.crunchbase.com/funding_round/tupase-pre-seed--9dcf8187,49000.0,USD,49000.0,Pre-Seed,"E-Commerce, Film, Subscription Service, Ticketing",2018-05-04,Start-Up Chile,Start-Up Chile,Seed,49000.0,USD,49000.0,,,,Yes,"TuPase is a movie ticket subscription that allows you to enjoy the movies that you like, whenever and wherever you want.",,clubtupase.com,,Seed,1,"Chile, Minas Gerais, Brazil, South America",2018,tupase,,,,Nao tivemos acesso,2309,5,Nao tivemos acesso
BluePex,https://www.crunchbase.com/organization/bluepex,Series A - BluePex,https://www.crunchbase.com/funding_round/bluepex-series-a--0444bed8,3000000.0,BRL,850220.0,Series A,Security,2018-05-05,KPTL,"Inseed Investimentos, KPTL",Early Stage Venture,3000000.0,BRL,850219.0,,,,Yes,"Bluepex provides small and medium-sized IT infrastructure solutions with products that address different aspects of information security,",,bluepex.com.br,,Early Stage Venture,1,"Limeira, Sao Paulo, Brazil, South America",2018,bluepex,,,,Nao tivemos acesso,2308,5,Nao tivemos acesso
GreenAnt,https://www.crunchbase.com/organization/greenant,Equity Crowdfunding - GreenAnt,https://www.crunchbase.com/funding_round/greenant-equity-crowdfunding--ed75f54f,2350000.0,BRL,637250.0,Equity Crowdfunding,"Analytics, Artificial Intelligence (AI), Energy, Energy Efficiency, Energy Management, Internet of Things, Machine Learning, SaaS",2018-05-07,EqSeed,EqSeed,,1600000.0,BRL,450615.0,,,,Yes,Machine Learning enabled SaaS energy management system.,,greenant.com.br,Less than $1M,M&A,2,"Rio De Janeiro, Rio de Janeiro, Brazil, South America",2018,greenant,1718.0,greenant,greenant.com.br,P.Comitê 02,2306,5,Em análise
Intergado,https://www.crunchbase.com/organization/intergado,Series A - Intergado,https://www.crunchbase.com/funding_round/intergado-series-a--184b1782,10000000.0,USD,10000000.0,Series A,"Agriculture, AgTech, Information Technology",2018-05-07,KPTL,"Inseed Investimentos, KPTL",Early Stage Venture,10000000.0,USD,10000000.0,,,,Yes,Intergado empowers Brazilian agribusiness through its precision technologies and production systems.,,intergado.com.br,$1M to $10M,Early Stage Venture,1,"Betim, Minas Gerais, Brazil, South America",2018,intergado,,,,Nao tivemos acesso,2306,5,Nao tivemos acesso
Asolum,https://www.crunchbase.com/organization/asolum,Seed Round - Asolum,https://www.crunchbase.com/funding_round/asolum-seed--1a848076,562000.0,USD,562000.0,Seed,"Agriculture, AgTech, Hardware, Internet",2018-05-07,,"Capital Lab Ventures, SP Ventures",Seed,562000.0,USD,562000.0,,,,Yes,Asolum is Latin America's first plant factory with artificial lighting,,asolum.com,,Seed,1,"Jundiaí, Sao Paulo, Brazil, South America",2018,asolum,9502.0,asolum,asolum.com,Zero,2306,5,Em análise
Hash,https://www.crunchbase.com/organization/hash-lab,Series A - Hash,https://www.crunchbase.com/funding_round/hash-lab-series-a--7e4027af,58700000.0,USD,58700000.0,Series A,"Financial Services, FinTech, Payments",2018-05-09,Kaszek,"Canary, Kaszek",Early Stage Venture,3500000.0,USD,3500000.0,,,,Yes,"Hash allows B2B companies to provide financial, payments, and banking solutions to their merchant partners.",,hash.com.br,$10M to $50M,Late Stage Venture,4,"Pinheiros, Sao Paulo, Brazil, South America",2018,hash,25233.0,hash,,Registered,2304,5,Nao tivemos acesso
NovaDAX,https://www.crunchbase.com/organization/novadax,Series A - NovaDAX,https://www.crunchbase.com/funding_round/novadax-series-a--d3dc8a14,20000000.0,USD,20000000.0,Series A,"Apps, Artificial Intelligence (AI), Blockchain, Cryptocurrency, Ethereum, Financial Exchanges, FinTech, Mobile Apps, Trading Platform, Virtual Currency",2018-05-09,,,Early Stage Venture,20000000.0,USD,20000000.0,,,,Yes,"Tech company, innovation mindset and customer-driven soul.",,novadax.com,$1M to $10M,Early Stage Venture,1,"São Paulo, Sao Paulo, Brazil, South America",2018,novadax,,,,Nao tivemos acesso,2304,5,Nao tivemos acesso
Esportudo,https://www.crunchbase.com/organization/esportudo,Pre Seed Round - Esportudo,https://www.crunchbase.com/funding_round/esportudo-pre-seed--5d1dcc1d,2345000.0,USD,2345000.0,Pre-Seed,"Media and Entertainment, News, Sports",2018-05-10,,,Seed,350000.0,USD,350000.0,,,,Yes,"Esportudo is a sports media company that allows Latino users to personalize, discover, and follow their favorite teams.",,esportudo.com,$1M to $10M,Seed,5,"São Paulo, Sao Paulo, Brazil, South America",2018,esportudo,,,,Nao tivemos acesso,2303,5,Nao tivemos acesso
Rede Vistorias,https://www.crunchbase.com/organization/rede-vistorias,Venture Round - Rede Vistorias,https://www.crunchbase.com/funding_round/rede-vistorias-series-unknown--33c6c1cc,41100000.0,BRL,7686183.0,Venture - Series Unknown,"Construction, Real Estate",2018-05-10,,Bossanova Investimentos,,,,,,,,Yes,Rede Vistorias is an innovative solution company specialized in performing real estate surveys for rental or sale.,,redevistorias.com.br,,Early Stage Venture,3,"Florianópolis, Santa Catarina, Brazil, South America",2018,redevistorias,569.0,redevistorias,redevistorias.com.br,Portfolio,2303,5,Portfolio
Hariken,https://www.crunchbase.com/organization/hariken,Series A - Hariken,https://www.crunchbase.com/funding_round/hariken-series-a--07b38fc4,,USD,,Series A,"Big Data, Data Center, Data Integration, Data Storage, Predictive Analytics",2018-05-11,,CVENTURES,Early Stage Venture,,,,,,,Yes,Hariken allows this data to be used in the main activation tools.,,hariken.co,,Early Stage Venture,2,"Curitiba, Parana, Brazil, South America",2018,hariken,1575.0,hariken,hariken.co,Discard,2302,5,Verdadeiro Negativo
TeamCulture,https://www.crunchbase.com/organization/teamculture,Seed Round - TeamCulture,https://www.crunchbase.com/funding_round/teamculture-seed--64f5dc06,650000.0,USD,650000.0,Seed,"Human Resources, SaaS, Software",2018-05-14,,,Seed,650000.0,USD,650000.0,,,,Yes,TeamCulture is an engagement management platform that helps engage teams and increase the number of brand promoters.,,teamculture.com.br,,Seed,1,"São Paulo, Sao Paulo, Brazil, South America",2018,teamculture,10440.0,teamculture,teamculture.com.br,Discard,2299,5,Indefinido
Docket,https://www.crunchbase.com/organization/docket,Non Equity Assistance - Docket,https://www.crunchbase.com/funding_round/docket-non-equity-assistance--bf6e6dc8,28828600.0,USD,28828600.0,Non-equity Assistance,"Analytics, Document Management, Document Preparation, Legal, Legal Tech, SaaS",2018-05-15,Google for Startups,Google for Startups,,,,,,,,No,"Docket optimizes the search, management, and analysis of documents with legal value, reducing costs and time.",,docket.com.br,,Early Stage Venture,7,"São Paulo, Sao Paulo, Brazil, South America",2018,docket,10466.0,docket,docket.com.br,Discard,2298,5,Nao tivemos acesso
Final Level,https://www.crunchbase.com/organization/final-level,Pre Seed Round - Final Level,https://www.crunchbase.com/funding_round/final-level-pre-seed--2170e737,8500000.0,BRL,1583753.0,Pre-Seed,"Gaming, Media and Entertainment",2018-05-16,Go4it Capital,Go4it Capital,Seed,,,,,,,Yes,Final Level is the entertainment platform gamer in Brazil.,,finallevel.com.br,,Seed,2,"Rio De Janeiro, Rio de Janeiro, Brazil, South America",2018,finallevel,18446.0,finallevel,,Discard,2297,5,Pendente Classificação
1m2,https://www.crunchbase.com/organization/1m2,Seed Round - 1m2,https://www.crunchbase.com/funding_round/1m2-seed--ac00238e,,USD,,Seed,"Information Technology, Mobile Apps, Property Management, Real Estate, Real Estate Brokerage, Software",2018-05-18,,Canary,Seed,,,,,,,Yes,1m2 provides a technology-powered residential real estate brokerage focused on land lots.,,1m2.com.br,,M&A,1,"São Paulo, Sao Paulo, Brazil, South America",2018,1m2,,,,Nao tivemos acesso,2295,5,Nao tivemos acesso
CarambolaTech,https://www.crunchbase.com/organization/carambolatech,Seed Round - CarambolaTech,https://www.crunchbase.com/funding_round/carambolatech-seed--b76a5a77,2045000.0,BRL,547086.0,Seed,"E-Learning, EdTech, Education, Information Technology, Social Entrepreneurship, Software, STEM Education",2018-05-18,Fabio Dutra,"Andrea Leonel, Débora Nitta, Edemir Pinto, Fabio Dutra, Gustavo Roxo, Keiji Sakai, Pedro Chiamulera, Sonia Penteado",Seed,2045000.0,BRL,547086.0,,,,Yes,"Inclusion Tech: Equity and Diversity: diverse team building, training and management",,carambola.com.vc,Less than $1M,Seed,1,"São Paulo, Sao Paulo, Brazil, South America",2018,carambolatech,3493.0,carambolatecnologia,carambola.com.vc,Discard,2295,5,Indefinido
Agente Imovel Inteligencia de Busca,https://www.crunchbase.com/organization/agente-imvel,Series A - Agente Imovel Inteligencia de Busca,https://www.crunchbase.com/funding_round/agente-imvel-series-a--738925fc,2500000.0,USD,2500000.0,Series A,"Classifieds, E-Commerce, Real Estate",2018-05-19,VNV Global,VNV Global,Early Stage Venture,1000000.0,USD,1000000.0,,,,Yes,"Agente Imóvel is the homeowner´s companion during the complete home owning life cycle: buying, living, selling, renting, financing and more.",,agenteimovel.com.br,,Early Stage Venture,4,"São Paulo, Sao Paulo, Brazil, South America",2018,agenteimovelinteligenciadebusca,,,,Nao tivemos acesso,2294,5,Nao tivemos acesso
QueroQuitar,https://www.crunchbase.com/organization/quero-quitar,Seed Round - QueroQuitar,https://www.crunchbase.com/funding_round/quero-quitar-seed--6c6eede3,23840000.0,BRL,5306895.0,Seed,"Credit, Debt Collections, Finance, Financial Services, FinTech",2018-05-21,,,Seed,6200000.0,BRL,1686065.0,50000000.0,BRL,13597302.0,Yes,Quero Quitar is a marketplace of debt negotiating,,queroquitar.com.br,,Early Stage Venture,6,"São Paulo, Sao Paulo, Brazil, South America",2018,queroquitar,15062.0,queroquitar,,Registered,2292,5,Falso Negativo
QueroQuitar,https://www.crunchbase.com/organization/quero-quitar,Seed Round - QueroQuitar,https://www.crunchbase.com/funding_round/quero-quitar-seed--6c6eede3,23840000.0,BRL,5306895.0,Seed,"Credit, Debt Collections, Finance, Financial Services, FinTech",2018-05-21,,,Seed,6200000.0,BRL,1686065.0,50000000.0,BRL,13597302.0,Yes,Quero Quitar is a marketplace of debt negotiating,,queroquitar.com.br,,Early Stage Venture,6,"São Paulo, Sao Paulo, Brazil, South America",2018,queroquitar,61.0,queroquitar,queroquitar.com.br,Discard,2292,5,Falso Negativo
Yellow,https://www.crunchbase.com/organization/yellow-d7ae,Seed Round - Yellow,https://www.crunchbase.com/funding_round/yellow-d7ae-seed--fb56d8e7,125300000.0,USD,125300000.0,Seed,"Last Mile Transportation, Public Transportation, Ride Sharing, Transportation",2018-05-22,"Base10 Partners, monashees","Base10 Partners, Brendan Wallace, Grishin Robotics, monashees, Notable Capital, WndrCo",Seed,3300000.0,USD,3300000.0,,,,Yes,Yellow is an online micro-mobility platform that offers bike and e-scooter sharing services.,,yellow.app,$1M to $10M,M&A,4,"São Paulo, Sao Paulo, Brazil, South America",2018,yellow,2049.0,yellow,yellow.breezy.hr,Discard,2291,5,Verdadeiro negativo
Grão Direto,https://www.crunchbase.com/organization/grão-direto,Seed Round - Grão Direto,https://www.crunchbase.com/funding_round/grão-direto-seed--7cea7adf,14332541.0,USD,14332541.0,Seed,"Agriculture, AgTech, Farming, Software, Trading Platform",2018-05-23,"Canary, Monsanto Growth Ventures (MGV)","Canary, Monsanto Growth Ventures (MGV), OpenVC",Seed,2300000.0,BRL,634118.0,,,,Yes,Grão Direto is a digital commodities trading platform based in Brazil.,,graodireto.com.br,,Early Stage Venture,6,"Uberaba, Mato Grosso, Brazil, South America",2018,grãodireto,380.0,grãodireto,graodireto.com.br,Cadastro Startup,2290,5,Pendente Classificação
Auvo,https://www.crunchbase.com/organization/auvo,Seed Round - Auvo,https://www.crunchbase.com/funding_round/auvo-seed--d5dca83e,1292523.0,USD,1292523.0,Seed,"Computer, Real Time, Software, Task Management",2018-05-23,,,Seed,688000.0,USD,688000.0,,,,Yes,Auvo is an external teams management software.,,auvo.com.br,,Seed,3,"Goiânia, Goias, Brazil, South America",2018,auvo,672.0,auvo,auvo.com.br,Discard,2290,5,Indefinido
Repassa,https://www.crunchbase.com/organization/repassa,Seed Round - Repassa,https://www.crunchbase.com/funding_round/repassa-seed--c9878b39,10000000.0,BRL,1864836.0,Seed,"Communities, E-Commerce, Fashion",2018-05-29,,Bossanova Investimentos,Seed,,,,,,,Yes,Repassa is an online platform where people can buy and sell clothes.,,repassa.com.br,$1M to $10M,M&A,8,"São Paulo, Sao Paulo, Brazil, South America",2018,repassa,411.0,repassa,repassa.com.br,Discard,2284,5,Dúvida
Kenoby,https://www.crunchbase.com/organization/kenoby,Seed Round - Kenoby,https://www.crunchbase.com/funding_round/kenoby-seed--6bfed164,9032957.0,USD,9032957.0,Seed,"Human Resources, Information Technology, Internet, Recruiting, SaaS, Software, Staffing Agency",2018-05-31,,,Seed,2500000.0,BRL,671393.0,,,,Yes,"Kenoby is a recruitment and selection platform (ATS) that connects recruiters, managers, and candidates",,kenoby.com,Less than $1M,M&A,4,"Vila Olímpia, Sao Paulo, Brazil, South America",2018,kenoby,15.0,kenoby,kenoby.com,Discard,2282,5,Dúvida
